id,name,product_type,description,monthly_sales
6519,Multifunction Printer Pro,Electronics,Printer with scanner and copier. Pro model – batch 516.,243
6520,Django Book Plus,Book,Web development with Django. Plus model – batch 517.,7
6521,University Notebook Premium,Stationery,Notebook with 200 pages. Premium model – batch 518.,135
6522,University Notebook Compact,Stationery,Notebook with 200 pages. Compact model – batch 519.,421
6523,Clean Code Book Wireless,Book,Best practices for clean and maintainable code. Wireless model – batch 520.,393
6524,ATX Power Supply 600W Wireless,Electronics,600W certified power supply. Wireless model – batch 521.,61
6525,ATX Power Supply 600W Plus,Electronics,600W certified power supply. Plus model – batch 522.,389
6526,Blue Pen Advanced,Stationery,Blue ballpoint pen. Advanced model – batch 523.,286
6527,Algorithms Book Standard,Book,Introduction to algorithms and programming logic. Standard model – batch 524.,245
6528,24 Inch Monitor Advanced,Electronics,Full HD monitor for work and gaming. Advanced model – batch 525.,330
6529,Laptop Stand Standard,Accessories,Adjustable ergonomic laptop stand. Standard model – batch 526.,369
6530,External Hard Drive 1TB Advanced,Electronics,Portable 1TB external storage. Advanced model – batch 527.,280
6531,Django Book Premium,Book,Web development with Django. Premium model – batch 528.,312
6532,Laptop Backpack Pro,Accessories,Durable backpack for up to 15-inch laptops. Pro model – batch 529.,281
6533,Django Book Premium,Book,Web development with Django. Premium model – batch 530.,172
6534,Full HD Webcam Wireless,Electronics,1080p webcam for video conferencing. Wireless model – batch 531.,425
6535,Bluetooth Headphones Pro,Electronics,Wireless headphones with noise cancellation. Pro model – batch 532.,294
6536,Laptop Stand Pro,Accessories,Adjustable ergonomic laptop stand. Pro model – batch 533.,457
6537,Blue Pen Pro,Stationery,Blue ballpoint pen. Pro model – batch 534.,324
6538,USB Flash Drive 64GB Plus,Electronics,USB 3.0 flash drive with 64GB capacity. Plus model – batch 535.,117
6539,24 Inch Monitor Advanced,Electronics,Full HD monitor for work and gaming. Advanced model – batch 536.,230
6540,Full HD Webcam Standard,Electronics,1080p webcam for video conferencing. Standard model – batch 537.,220
6541,USB Flash Drive 64GB Compact,Electronics,USB 3.0 flash drive with 64GB capacity. Compact model – batch 538.,431
6542,24 Inch Monitor Standard,Electronics,Full HD monitor for work and gaming. Standard model – batch 539.,323
6543,Algorithms Book Standard,Book,Introduction to algorithms and programming logic. Standard model – batch 540.,263
6544,Django Book Plus,Book,Web development with Django. Plus model – batch 541.,331
6545,Laptop i5 Pro,Electronics,Laptop with Intel i5 processor and SSD. Pro model – batch 542.,61
6546,Gaming Mousepad Wireless,Accessories,Large mousepad with non-slip base. Wireless model – batch 543.,393
6547,USB Mouse USB-C,Electronics,Wired USB mouse with high precision. USB-C model – batch 544.,372
6548,Algorithms Book Pro,Book,Introduction to algorithms and programming logic. Pro model – batch 545.,132
6549,Bluetooth Headphones Wireless,Electronics,Wireless headphones with noise cancellation. Wireless model – batch 546.,474
6550,Laptop Stand Advanced,Accessories,Adjustable ergonomic laptop stand. Advanced model – batch 547.,358
6551,Python Book Pro,Book,Learn Python from beginner to advanced. Pro model – batch 548.,186
6552,Clean Code Book Plus,Book,Best practices for clean and maintainable code. Plus model – batch 549.,415
6553,Bluetooth Headphones Standard,Electronics,Wireless headphones with noise cancellation. Standard model – batch 550.,218
6554,HDMI Cable Wireless,Accessories,High-speed HDMI 2.0 cable. Wireless model – batch 551.,136
6555,Clean Code Book Wireless,Book,Best practices for clean and maintainable code. Wireless model – batch 552.,188
6556,Multifunction Printer Advanced,Electronics,Printer with scanner and copier. Advanced model – batch 553.,499
6557,Django Book Plus,Book,Web development with Django. Plus model – batch 554.,78
6558,ATX Power Supply 600W Plus,Electronics,600W certified power supply. Plus model – batch 555.,165
6559,Laptop i5 Compact,Electronics,Laptop with Intel i5 processor and SSD. Compact model – batch 556.,349
6560,Gaming Mousepad Compact,Accessories,Large mousepad with non-slip base. Compact model – batch 557.,321
6561,Bluetooth Headphones Pro,Electronics,Wireless headphones with noise cancellation. Pro model – batch 558.,26
6562,Mechanical Keyboard USB-C,Electronics,Mechanical keyboard with blue switches. USB-C model – batch 559.,489
6563,University Notebook Plus,Stationery,Notebook with 200 pages. Plus model – batch 560.,131
6564,Blue Pen Advanced,Stationery,Blue ballpoint pen. Advanced model – batch 561.,219
6565,Clean Code Book Plus,Book,Best practices for clean and maintainable code. Plus model – batch 562.,244
6566,Full HD Webcam Pro,Electronics,1080p webcam for video conferencing. Pro model – batch 563.,47
6567,Laptop Backpack Wireless,Accessories,Durable backpack for up to 15-inch laptops. Wireless model – batch 564.,127
6568,Laptop Stand Compact,Accessories,Adjustable ergonomic laptop stand. Compact model – batch 565.,299
6569,24 Inch Monitor Advanced,Electronics,Full HD monitor for work and gaming. Advanced model – batch 566.,382
6570,Laptop Backpack Advanced,Accessories,Durable backpack for up to 15-inch laptops. Advanced model – batch 567.,395
6571,24 Inch Monitor Wireless,Electronics,Full HD monitor for work and gaming. Wireless model – batch 568.,494
6572,University Notebook Premium,Stationery,Notebook with 200 pages. Premium model – batch 569.,146
6573,Full HD Webcam Plus,Electronics,1080p webcam for video conferencing. Plus model – batch 570.,490
6574,Python Book Pro,Book,Learn Python from beginner to advanced. Pro model – batch 571.,121
6575,ATX Power Supply 600W Plus,Electronics,600W certified power supply. Plus model – batch 572.,159
6576,HDMI Cable Pro,Accessories,High-speed HDMI 2.0 cable. Pro model – batch 573.,276
6577,Clean Code Book Standard,Book,Best practices for clean and maintainable code. Standard model – batch 574.,421
6578,Bluetooth Headphones Standard,Electronics,Wireless headphones with noise cancellation. Standard model – batch 575.,406
6579,Python Book Pro,Book,Learn Python from beginner to advanced. Pro model – batch 576.,439
6580,Django Book Pro,Book,Web development with Django. Pro model – batch 577.,199
6581,University Notebook Compact,Stationery,Notebook with 200 pages. Compact model – batch 578.,198
6582,Bluetooth Headphones Plus,Electronics,Wireless headphones with noise cancellation. Plus model – batch 579.,455
6583,Blue Pen USB-C,Stationery,Blue ballpoint pen. USB-C model – batch 580.,99
6584,Algorithms Book Plus,Book,Introduction to algorithms and programming logic. Plus model – batch 581.,120
6585,Mechanical Keyboard Plus,Electronics,Mechanical keyboard with blue switches. Plus model – batch 582.,360
6586,Laptop Backpack Standard,Accessories,Durable backpack for up to 15-inch laptops. Standard model – batch 583.,493
6587,Python Book Standard,Book,Learn Python from beginner to advanced. Standard model – batch 584.,152
6588,Laptop Backpack USB-C,Accessories,Durable backpack for up to 15-inch laptops. USB-C model – batch 585.,430
6589,Algorithms Book Compact,Book,Introduction to algorithms and programming logic. Compact model – batch 586.,289
6590,USB Mouse Standard,Electronics,Wired USB mouse with high precision. Standard model – batch 587.,243
6591,Mechanical Keyboard Advanced,Electronics,Mechanical keyboard with blue switches. Advanced model – batch 588.,360
6592,USB Flash Drive 64GB Compact,Electronics,USB 3.0 flash drive with 64GB capacity. Compact model – batch 589.,497
6593,Blue Pen Premium,Stationery,Blue ballpoint pen. Premium model – batch 590.,373
6594,24 Inch Monitor Wireless,Electronics,Full HD monitor for work and gaming. Wireless model – batch 591.,95
6595,Laptop Backpack Compact,Accessories,Durable backpack for up to 15-inch laptops. Compact model – batch 592.,186
6596,Bluetooth Headphones Pro,Electronics,Wireless headphones with noise cancellation. Pro model – batch 593.,20
6597,Laptop Stand Compact,Accessories,Adjustable ergonomic laptop stand. Compact model – batch 594.,110
6598,ATX Power Supply 600W Compact,Electronics,600W certified power supply. Compact model – batch 595.,61
6599,HDMI Cable Premium,Accessories,High-speed HDMI 2.0 cable. Premium model – batch 596.,174
6600,Laptop Backpack USB-C,Accessories,Durable backpack for up to 15-inch laptops. USB-C model – batch 597.,208
6601,Mechanical Keyboard Pro,Electronics,Mechanical keyboard with blue switches. Pro model – batch 598.,262
6602,Clean Code Book Advanced,Book,Best practices for clean and maintainable code. Advanced model – batch 599.,367
6603,ATX Power Supply 600W USB-C,Electronics,600W certified power supply. USB-C model – batch 600.,82
6604,USB Flash Drive 64GB Standard,Electronics,USB 3.0 flash drive with 64GB capacity. Standard model – batch 601.,135
6605,Gaming Mousepad Wireless,Accessories,Large mousepad with non-slip base. Wireless model – batch 602.,294
6606,HDMI Cable Standard,Accessories,High-speed HDMI 2.0 cable. Standard model – batch 603.,359
6607,Django Book Pro,Book,Web development with Django. Pro model – batch 604.,419
6608,Laptop Backpack USB-C,Accessories,Durable backpack for up to 15-inch laptops. USB-C model – batch 605.,396
6609,USB Flash Drive 64GB Plus,Electronics,USB 3.0 flash drive with 64GB capacity. Plus model – batch 606.,6
6610,Laptop i5 Premium,Electronics,Laptop with Intel i5 processor and SSD. Premium model – batch 607.,120
6611,Gaming Mousepad USB-C,Accessories,Large mousepad with non-slip base. USB-C model – batch 608.,482
6612,Mechanical Keyboard Wireless,Electronics,Mechanical keyboard with blue switches. Wireless model – batch 609.,303
6613,Bluetooth Headphones Plus,Electronics,Wireless headphones with noise cancellation. Plus model – batch 610.,304
6614,Gaming Mousepad Standard,Accessories,Large mousepad with non-slip base. Standard model – batch 611.,31
6615,Mechanical Keyboard Premium,Electronics,Mechanical keyboard with blue switches. Premium model – batch 612.,121
6616,Multifunction Printer Wireless,Electronics,Printer with scanner and copier. Wireless model – batch 613.,341
6617,Blue Pen Pro,Stationery,Blue ballpoint pen. Pro model – batch 614.,432
6618,HDMI Cable Premium,Accessories,High-speed HDMI 2.0 cable. Premium model – batch 615.,452
6619,Laptop Backpack Compact,Accessories,Durable backpack for up to 15-inch laptops. Compact model – batch 616.,297
6620,Gaming Mousepad Plus,Accessories,Large mousepad with non-slip base. Plus model – batch 617.,157
6621,24 Inch Monitor Advanced,Electronics,Full HD monitor for work and gaming. Advanced model – batch 618.,198
6622,Django Book Compact,Book,Web development with Django. Compact model – batch 619.,94
6623,Django Book USB-C,Book,Web development with Django. USB-C model – batch 620.,427
6624,Laptop i5 Premium,Electronics,Laptop with Intel i5 processor and SSD. Premium model – batch 621.,41
6625,Full HD Webcam Compact,Electronics,1080p webcam for video conferencing. Compact model – batch 622.,96
6626,24 Inch Monitor Pro,Electronics,Full HD monitor for work and gaming. Pro model – batch 623.,444
6627,Gaming Mousepad Premium,Accessories,Large mousepad with non-slip base. Premium model – batch 624.,230
6628,University Notebook Plus,Stationery,Notebook with 200 pages. Plus model – batch 625.,14
6629,Algorithms Book Advanced,Book,Introduction to algorithms and programming logic. Advanced model – batch 626.,303
6630,24 Inch Monitor Standard,Electronics,Full HD monitor for work and gaming. Standard model – batch 627.,465
6631,Bluetooth Headphones USB-C,Electronics,Wireless headphones with noise cancellation. USB-C model – batch 628.,164
6632,HDMI Cable Wireless,Accessories,High-speed HDMI 2.0 cable. Wireless model – batch 629.,395
6633,Laptop Backpack Compact,Accessories,Durable backpack for up to 15-inch laptops. Compact model – batch 630.,381
6634,HDMI Cable USB-C,Accessories,High-speed HDMI 2.0 cable. USB-C model – batch 631.,204
6635,USB Mouse USB-C,Electronics,Wired USB mouse with high precision. USB-C model – batch 632.,199
6636,Mechanical Keyboard Plus,Electronics,Mechanical keyboard with blue switches. Plus model – batch 633.,347
6637,Algorithms Book Compact,Book,Introduction to algorithms and programming logic. Compact model – batch 634.,61
6638,USB Flash Drive 64GB USB-C,Electronics,USB 3.0 flash drive with 64GB capacity. USB-C model – batch 635.,175
6639,External Hard Drive 1TB Standard,Electronics,Portable 1TB external storage. Standard model – batch 636.,490
6640,24 Inch Monitor Standard,Electronics,Full HD monitor for work and gaming. Standard model – batch 637.,447
6641,USB Mouse Advanced,Electronics,Wired USB mouse with high precision. Advanced model – batch 638.,195
6642,Django Book Pro,Book,Web development with Django. Pro model – batch 639.,191
6643,ATX Power Supply 600W Plus,Electronics,600W certified power supply. Plus model – batch 640.,298
